Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country,Revenue
590006,21730,GLASS STAR FROSTED T-LIGHT HOLDER,14.0,2010-05-15 08:13:27.608589,22.59,16446.0,Germany,316.26
529285,71053,WHITE METAL LANTERN,97.0,2010-03-15 11:42:33.779782,13.03,12580.0,United Kingdom,1263.9099999999999
594837,22752,SET 7 BABUSHKA NESTING BOXES,17.0,2010-03-09 09:49:53.587606,20.05,14161.0,United Kingdom,340.85
536106,22633,HAND WARMER UNION JACK,31.0,2010-01-18 16:45:33.444455,10.36,16715.0,United Kingdom,321.15999999999997
595653,21730,GLASS STAR FROSTED T-LIGHT HOLDER,10.0,2010-04-02 13:52:10.542210,17.09,13531.0,United Kingdom,170.9
572320,71053,WHITE METAL LANTERN,37.0,2010-02-02 17:58:50.110795,19.77,14991.0,Germany,731.49
597768,22752,SET 7 BABUSHKA NESTING BOXES,64.0,2010-01-27 23:02:57.546818,2.71,17897.0,United Kingdom,173.44
586029,21730,GLASS STAR FROSTED T-LIGHT HOLDER,30.0,2010-03-30 21:36:49.981370,4.99,14902.0,United Kingdom,149.70000000000002
507042,21730,GLASS STAR FROSTED T-LIGHT HOLDER,34.0,2011-04-24 11:41:17.537013,11.84,17328.0,United Kingdom,402.56
566221,84406B,CREAM CUPID HEARTS COAT HANGER,18.0,2010-03-22 03:28:49.228355,16.12,14530.0,United Kingdom,290.16
581293,21730,GLASS STAR FROSTED T-LIGHT HOLDER,88.0,2010-01-16 14:23:48.140013,16.12,12472.0,United Kingdom,1418.5600000000002
551126,84029E,RED WOOLLY HOTTIE WHITE HEART,63.0,2011-10-06 02:32:46.075105,16.87,12858.0,Germany,1062.8100000000002
556746,22633,HAND WARMER UNION JACK,49.0,2010-06-04 04:03:50.140209,18.0,14989.0,Germany,882.0
575112,22633,HAND WARMER UNION JACK,56.0,2009-12-25 00:33:53.140503,12.89,14440.0,United Kingdom,721.84
586058,21730,GLASS STAR FROSTED T-LIGHT HOLDER,91.0,2010-10-16 21:41:21.066771,14.58,15706.0,United Kingdom,1326.78
591022,22752,SET 7 BABUSHKA NESTING BOXES,58.0,2011-05-24 21:04:38.497891,0.71,13712.0,France,41.18
531340,22752,SET 7 BABUSHKA NESTING BOXES,55.0,2010-11-21 19:03:46.963427,12.71,14393.0,United Kingdom,699.0500000000001
560470,71053,WHITE METAL LANTERN,19.0,2011-06-06 21:40:21.766839,20.32,15669.0,France,386.08
516950,85123A,WHITE HANGING HEART T-LIGHT HOLDER,23.0,2010-02-14 13:03:10.959898,18.36,14390.0,Australia,422.28
575193,22752,SET 7 BABUSHKA NESTING BOXES,79.0,2011-01-04 18:56:26.449651,7.39,16638.0,United Kingdom,583.81
577930,84406B,CREAM CUPID HEARTS COAT HANGER,66.0,2010-06-14 12:24:12.848318,11.4,14866.0,United Kingdom,752.4
535233,21730,GLASS STAR FROSTED T-LIGHT HOLDER,51.0,2010-03-14 00:58:35.638788,15.15,12756.0,United Kingdom,772.65
531039,71053,WHITE METAL LANTERN,84.0,2009-12-27 13:20:49.887243,2.33,15495.0,United Kingdom,195.72
504348,21730,GLASS STAR FROSTED T-LIGHT HOLDER,28.0,2011-07-16 23:46:18.272379,4.06,12187.0,United Kingdom,113.67999999999999
503926,85123A,WHITE HANGING HEART T-LIGHT HOLDER,57.0,2011-01-21 17:18:52.699284,15.84,14381.0,United Kingdom,902.88
523943,22632,HAND WARMER RED POLKA DOT,58.0,2010-04-11 11:28:35.109324,0.83,16578.0,Germany,48.14
593252,21730,GLASS STAR FROSTED T-LIGHT HOLDER,15.0,2011-09-28 03:30:56.299637,14.55,17335.0,United Kingdom,218.25
577241,22752,SET 7 BABUSHKA NESTING BOXES,16.0,2011-01-21 22:31:28.420433,16.14,17277.0,France,258.24
501400,84406B,CREAM CUPID HEARTS COAT HANGER,47.0,2011-10-28 12:54:17.260515,2.17,12295.0,United Kingdom,101.99
591680,85123A,WHITE HANGING HEART T-LIGHT HOLDER,63.0,2011-06-20 05:12:52.663986,0.57,15533.0,United Kingdom,35.91
595763,20719,WOODLAND CHARLOTTE BAG 16PE,12.0,2010-11-05 17:31:43.598392,19.29,16140.0,United Kingdom,231.48
582660,84029E,RED WOOLLY HOTTIE WHITE HEART,43.0,2010-07-05 22:26:57.335032,7.61,16042.0,United Kingdom,327.23
506255,22752,SET 7 BABUSHKA NESTING BOXES,29.0,2010-01-29 14:59:31.408961,5.03,16270.0,Spain,145.87
537156,84029E,RED WOOLLY HOTTIE WHITE HEART,49.0,2011-10-15 17:31:09.712716,14.84,15051.0,United Kingdom,727.16
541915,84406B,CREAM CUPID HEARTS COAT HANGER,3.0,2010-11-12 23:11:34.303363,3.18,17465.0,United Kingdom,9.540000000000001
525449,84029E,RED WOOLLY HOTTIE WHITE HEART,69.0,2011-07-31 07:37:35.868222,10.37,13800.0,Netherlands,715.53
592520,22633,HAND WARMER UNION JACK,60.0,2010-09-07 16:25:47.445828,22.11,17870.0,United Kingdom,1326.6
572663,84029E,RED WOOLLY HOTTIE WHITE HEART,87.0,2011-11-28 03:30:13.942543,17.4,15781.0,United Kingdom,1513.8
560722,22752,SET 7 BABUSHKA NESTING BOXES,90.0,2010-11-13 11:20:57.652711,6.04,14261.0,United Kingdom,543.6
534588,20719,WOODLAND CHARLOTTE BAG 16PE,26.0,2010-02-16 01:31:21.007941,23.11,13522.0,United Kingdom,600.86
553896,22633,HAND WARMER UNION JACK,74.0,2010-05-07 00:30:38.297872,3.09,13420.0,United Kingdom,228.66
531699,84029E,RED WOOLLY HOTTIE WHITE HEART,69.0,2010-04-17 16:49:39.115599,0.88,16592.0,United Kingdom,60.72
517763,22632,HAND WARMER RED POLKA DOT,47.0,2011-05-02 02:02:07.777233,0.89,12104.0,United Kingdom,41.83
562923,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,76.0,2011-01-07 19:52:46.545739,1.75,15623.0,United Kingdom,133.0
557622,22632,HAND WARMER RED POLKA DOT,96.0,2010-01-11 09:21:30.832434,22.83,12478.0,United Kingdom,2191.68
589958,21730,GLASS STAR FROSTED T-LIGHT HOLDER,42.0,2011-04-10 05:34:11.848220,9.28,17518.0,United Kingdom,389.76
504347,22752,SET 7 BABUSHKA NESTING BOXES,31.0,2011-01-19 04:31:55.952544,7.81,12692.0,United Kingdom,242.10999999999999
525607,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,22.0,2011-08-28 12:54:59.617609,10.71,15038.0,United Kingdom,235.62
522903,21730,GLASS STAR FROSTED T-LIGHT HOLDER,98.0,2011-01-21 19:03:04.606333,15.18,13886.0,United Kingdom,1487.6399999999999
510847,20719,WOODLAND CHARLOTTE BAG 16PE,49.0,2011-01-02 23:31:28.773409,10.22,15609.0,France,500.78000000000003
588503,21730,GLASS STAR FROSTED T-LIGHT HOLDER,87.0,2011-01-11 00:17:30.455927,22.61,16573.0,United Kingdom,1967.07
524422,22633,HAND WARMER UNION JACK,28.0,2011-07-20 02:26:50.275517,23.24,13968.0,United Kingdom,650.7199999999999
563215,85123A,WHITE HANGING HEART T-LIGHT HOLDER,77.0,2011-04-10 10:46:47.569369,12.79,16687.0,United Kingdom,984.8299999999999
555315,85123A,WHITE HANGING HEART T-LIGHT HOLDER,29.0,2010-05-16 15:29:01.935483,12.8,16934.0,United Kingdom,371.20000000000005
590123,84029E,RED WOOLLY HOTTIE WHITE HEART,11.0,2011-01-25 13:21:23.772918,17.91,17441.0,France,197.01
547048,22632,HAND WARMER RED POLKA DOT,47.0,2011-12-01 07:54:57.852730,10.11,16644.0,United Kingdom,475.16999999999996
598425,71053,WHITE METAL LANTERN,18.0,2011-09-23 07:09:38.527306,11.46,12220.0,United Kingdom,206.28000000000003
567812,84406B,CREAM CUPID HEARTS COAT HANGER,89.0,2011-09-14 14:45:49.681341,20.76,15462.0,United Kingdom,1847.64
527220,85123A,WHITE HANGING HEART T-LIGHT HOLDER,49.0,2010-03-20 21:57:26.808510,10.64,14725.0,United Kingdom,521.36
599089,21730,GLASS STAR FROSTED T-LIGHT HOLDER,99.0,2010-07-12 02:03:49.434258,17.48,12335.0,United Kingdom,1730.52
583996,71053,WHITE METAL LANTERN,93.0,2010-12-19 01:46:35.921168,8.05,12224.0,United Kingdom,748.6500000000001
547238,85123A,WHITE HANGING HEART T-LIGHT HOLDER,21.0,2010-05-13 05:51:42.304147,24.09,15941.0,United Kingdom,505.89
508567,85123A,WHITE HANGING HEART T-LIGHT HOLDER,61.0,2010-04-29 10:09:48.057652,24.59,13247.0,United Kingdom,1499.99
574373,22752,SET 7 BABUSHKA NESTING BOXES,76.0,2011-04-18 13:17:01.158937,5.2,14690.0,Netherlands,395.2
565427,20719,WOODLAND CHARLOTTE BAG 16PE,36.0,2010-03-14 21:48:58.523384,24.99,15957.0,France,899.64
503382,20719,WOODLAND CHARLOTTE BAG 16PE,24.0,2011-03-30 12:32:49.604863,2.36,17058.0,United Kingdom,56.64
522344,21730,GLASS STAR FROSTED T-LIGHT HOLDER,91.0,2011-11-21 09:59:46.586920,18.64,13886.0,United Kingdom,1696.24
560872,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,96.0,2011-09-07 21:15:22.325718,17.15,12310.0,United Kingdom,1646.3999999999999
555495,85123A,WHITE HANGING HEART T-LIGHT HOLDER,59.0,2011-01-07 18:08:34.638690,19.55,14568.0,United Kingdom,1153.45
553968,85123A,WHITE HANGING HEART T-LIGHT HOLDER,96.0,2010-11-24 06:06:31.803117,12.06,13604.0,United Kingdom,1157.76
579447,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,96.0,2011-04-02 11:44:57.793901,1.83,17659.0,United Kingdom,175.68
551175,84029E,RED WOOLLY HOTTIE WHITE HEART,90.0,2010-07-25 16:33:07.959603,9.26,15982.0,United Kingdom,833.4
529142,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,82.0,2010-08-14 05:26:42.863025,16.33,15546.0,United Kingdom,1339.06
517429,85123A,WHITE HANGING HEART T-LIGHT HOLDER,16.0,2010-06-25 19:19:10.348073,6.7,17351.0,United Kingdom,107.2
520250,71053,WHITE METAL LANTERN,75.0,2010-12-26 10:54:50.440239,21.39,17685.0,United Kingdom,1604.25
588129,22633,HAND WARMER UNION JACK,87.0,2011-07-23 19:00:57.535052,23.18,14004.0,United Kingdom,2016.66
526590,20719,WOODLAND CHARLOTTE BAG 16PE,98.0,2010-03-09 11:34:05.494656,23.23,13198.0,United Kingdom,2276.54
564641,20719,WOODLAND CHARLOTTE BAG 16PE,81.0,2011-11-12 07:10:46.298656,0.69,14345.0,United Kingdom,55.88999999999999
527974,20719,WOODLAND CHARLOTTE BAG 16PE,10.0,2009-12-14 11:00:54.711246,12.91,17910.0,United Kingdom,129.1
548906,20719,WOODLAND CHARLOTTE BAG 16PE,8.0,2010-12-02 10:20:57.299735,14.07,17205.0,United Kingdom,112.56
530446,71053,WHITE METAL LANTERN,26.0,2011-05-13 03:44:29.555838,15.59,12576.0,France,405.34
502585,84029E,RED WOOLLY HOTTIE WHITE HEART,3.0,2010-06-05 06:06:48.745955,12.83,15160.0,United Kingdom,38.49
582622,22633,HAND WARMER UNION JACK,59.0,2011-12-04 05:22:54.134719,7.7,12053.0,France,454.3
502096,22752,SET 7 BABUSHKA NESTING BOXES,88.0,2010-08-12 01:20:45.651534,2.84,15432.0,United Kingdom,249.92
533086,84406B,CREAM CUPID HEARTS COAT HANGER,3.0,2010-06-05 21:44:35.909402,5.61,12228.0,United Kingdom,16.830000000000002
540980,22633,HAND WARMER UNION JACK,38.0,2010-11-15 06:45:55.328953,18.64,12778.0,United Kingdom,708.32
550612,84029E,RED WOOLLY HOTTIE WHITE HEART,99.0,2011-04-06 09:31:40.774585,20.83,15830.0,United Kingdom,2062.1699999999996
551063,21730,GLASS STAR FROSTED T-LIGHT HOLDER,36.0,2010-01-14 17:14:38.556721,21.78,12468.0,United Kingdom,784.08
503126,85123A,WHITE HANGING HEART T-LIGHT HOLDER,86.0,2011-01-18 18:06:44.510246,5.75,14467.0,United Kingdom,494.5
528968,20719,WOODLAND CHARLOTTE BAG 16PE,95.0,2011-06-03 15:31:25.949602,5.15,13849.0,Australia,489.25000000000006
543525,71053,WHITE METAL LANTERN,98.0,2010-10-08 07:01:44.127855,24.64,12531.0,United Kingdom,2414.7200000000003
539680,20719,WOODLAND CHARLOTTE BAG 16PE,88.0,2011-05-21 11:27:18.866555,13.74,17519.0,United Kingdom,1209.1200000000001
532606,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,73.0,2011-11-24 02:15:07.147759,5.17,15035.0,United Kingdom,377.40999999999997
588767,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2.0,2010-09-11 10:44:06.612412,4.56,17303.0,United Kingdom,9.12
523428,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,85.0,2010-03-22 06:57:13.042455,21.61,12561.0,United Kingdom,1836.85
538116,20719,WOODLAND CHARLOTTE BAG 16PE,34.0,2011-10-25 03:16:57.629179,15.2,12089.0,Netherlands,516.8
533049,22632,HAND WARMER RED POLKA DOT,37.0,2010-02-28 03:32:29.485243,22.23,13406.0,Netherlands,822.51
527392,85123A,WHITE HANGING HEART T-LIGHT HOLDER,71.0,2010-08-13 15:33:07.606628,11.38,16464.0,United Kingdom,807.98
578080,84029E,RED WOOLLY HOTTIE WHITE HEART,22.0,2010-09-18 16:23:57.317384,24.74,15145.0,France,544.28
587132,71053,WHITE METAL LANTERN,68.0,2010-09-29 19:50:31.003039,7.4,13292.0,United Kingdom,503.20000000000005
581874,71053,WHITE METAL LANTERN,23.0,2010-07-28 15:45:16.148642,11.27,16067.0,United Kingdom,259.21
536507,84406B,CREAM CUPID HEARTS COAT HANGER,44.0,2009-12-02 17:40:45.769193,4.83,15505.0,United Kingdom,212.52
506276,22633,HAND WARMER UNION JACK,89.0,2011-09-24 09:12:37.133052,8.03,14391.0,United Kingdom,714.67
552116,85123A,WHITE HANGING HEART T-LIGHT HOLDER,65.0,2009-12-10 16:42:35.544661,7.11,13218.0,United Kingdom,462.15000000000003
540531,20719,WOODLAND CHARLOTTE BAG 16PE,96.0,2011-08-07 06:20:38.944994,24.26,17155.0,United Kingdom,2328.96
516284,22633,HAND WARMER UNION JACK,61.0,2011-02-10 14:53:27.137954,12.67,14252.0,France,772.87
560268,85123A,WHITE HANGING HEART T-LIGHT HOLDER,85.0,2010-07-16 01:34:44.321992,15.92,15891.0,United Kingdom,1353.2
502919,84029E,RED WOOLLY HOTTIE WHITE HEART,55.0,2011-05-18 01:49:59.235219,16.69,13674.0,Germany,917.95
511196,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,71.0,2010-07-03 00:59:01.053044,18.99,12775.0,France,1348.29
550722,21730,GLASS STAR FROSTED T-LIGHT HOLDER,85.0,2010-06-01 11:48:29.579370,19.14,17176.0,United Kingdom,1626.9
526872,84029E,RED WOOLLY HOTTIE WHITE HEART,50.0,2010-05-22 10:24:54.499460,23.91,17229.0,United Kingdom,1195.5
530538,22633,HAND WARMER UNION JACK,12.0,2010-02-24 10:58:22.225708,19.01,16781.0,United Kingdom,228.12
506707,84029E,RED WOOLLY HOTTIE WHITE HEART,15.0,2010-06-12 20:27:38.986175,13.54,14765.0,United Kingdom,203.1
592448,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,17.0,2011-03-10 04:33:03.723894,16.61,12224.0,United Kingdom,282.37
592568,84406B,CREAM CUPID HEARTS COAT HANGER,34.0,2010-11-03 06:28:58.758701,12.21,12063.0,United Kingdom,415.14000000000004
588796,84029E,RED WOOLLY HOTTIE WHITE HEART,35.0,2010-09-04 06:48:27.814491,7.27,13787.0,United Kingdom,254.45
578132,20719,WOODLAND CHARLOTTE BAG 16PE,39.0,2010-12-17 16:46:49.687224,8.18,17056.0,United Kingdom,319.02
590172,84406B,CREAM CUPID HEARTS COAT HANGER,78.0,2011-03-25 10:58:56.111383,9.33,15850.0,United Kingdom,727.74
519959,22633,HAND WARMER UNION JACK,55.0,2011-01-27 17:27:20.984410,8.85,13375.0,United Kingdom,486.75
551980,84406B,CREAM CUPID HEARTS COAT HANGER,59.0,2010-04-11 08:00:11.295225,13.56,15534.0,Australia,800.0400000000001
518958,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5.0,2010-04-19 03:33:37.256593,6.57,15915.0,United Kingdom,32.85
568918,22632,HAND WARMER RED POLKA DOT,30.0,2011-10-07 16:45:08.030199,13.16,16452.0,France,394.8
543207,22752,SET 7 BABUSHKA NESTING BOXES,15.0,2010-02-16 03:15:32.914991,10.45,14742.0,France,156.75
515150,20719,WOODLAND CHARLOTTE BAG 16PE,35.0,2011-06-20 19:06:27.920384,5.95,17419.0,United Kingdom,208.25
550250,22633,HAND WARMER UNION JACK,55.0,2010-10-14 17:35:23.855279,21.98,13677.0,Germany,1208.9
576531,22632,HAND WARMER RED POLKA DOT,60.0,2011-06-26 05:21:20.949112,22.22,17508.0,United Kingdom,1333.1999999999998
513582,22633,HAND WARMER UNION JACK,24.0,2010-10-28 13:17:18.101774,7.54,17730.0,United Kingdom,180.96
578868,84406B,CREAM CUPID HEARTS COAT HANGER,92.0,2011-04-29 16:43:34.844592,10.0,15864.0,United Kingdom,920.0
544067,84029E,RED WOOLLY HOTTIE WHITE HEART,22.0,2011-03-15 11:19:32.938523,24.39,14481.0,United Kingdom,536.58
565733,22632,HAND WARMER RED POLKA DOT,44.0,2011-08-31 01:41:56.364349,8.43,17221.0,France,370.91999999999996
507098,22632,HAND WARMER RED POLKA DOT,95.0,2011-06-02 15:12:39.250906,7.41,13401.0,United Kingdom,703.95
522513,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,83.0,2011-04-22 18:00:31.767820,24.12,13606.0,United Kingdom,2001.96
509062,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,51.0,2011-05-18 00:05:47.328169,10.69,15956.0,United Kingdom,545.1899999999999
577761,20719,WOODLAND CHARLOTTE BAG 16PE,3.0,2010-05-15 11:41:51.422688,3.05,15071.0,United Kingdom,9.149999999999999
594503,22752,SET 7 BABUSHKA NESTING BOXES,32.0,2011-04-26 10:34:39.027355,2.79,14931.0,United Kingdom,89.28
556249,22633,HAND WARMER UNION JACK,2.0,2010-02-20 14:55:51.152073,5.34,16587.0,United Kingdom,10.68
583808,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,88.0,2010-02-28 15:41:52.834591,15.59,15713.0,United Kingdom,1371.92
531346,84406B,CREAM CUPID HEARTS COAT HANGER,59.0,2010-11-06 09:09:30.761839,11.14,15131.0,United Kingdom,657.26
505010,21730,GLASS STAR FROSTED T-LIGHT HOLDER,77.0,2011-02-19 09:01:27.890969,1.79,13798.0,Australia,137.83
500984,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,14.0,2010-06-05 09:35:12.560054,5.19,17590.0,United Kingdom,72.66000000000001
566383,84406B,CREAM CUPID HEARTS COAT HANGER,11.0,2010-01-21 22:54:29.261692,22.46,17216.0,United Kingdom,247.06
587637,85123A,WHITE HANGING HEART T-LIGHT HOLDER,78.0,2011-08-22 12:46:31.332483,20.04,13838.0,United Kingdom,1563.12
507627,71053,WHITE METAL LANTERN,10.0,2010-08-26 09:12:03.247377,18.76,14991.0,United Kingdom,187.60000000000002
537225,84406B,CREAM CUPID HEARTS COAT HANGER,84.0,2010-03-31 02:49:25.702519,5.6,13663.0,United Kingdom,470.4
537339,22752,SET 7 BABUSHKA NESTING BOXES,80.0,2010-09-01 19:45:42.974801,0.84,14397.0,United Kingdom,67.2
512591,84406B,CREAM CUPID HEARTS COAT HANGER,58.0,2010-03-18 05:42:06.247671,14.47,15203.0,United Kingdom,839.26
526808,84406B,CREAM CUPID HEARTS COAT HANGER,34.0,2011-09-09 13:11:56.187861,20.42,16641.0,United Kingdom,694.2800000000001
509629,84029E,RED WOOLLY HOTTIE WHITE HEART,78.0,2011-09-28 10:27:43.927836,14.45,14044.0,United Kingdom,1127.1
557745,20719,WOODLAND CHARLOTTE BAG 16PE,53.0,2011-08-02 03:02:33.544465,10.84,12258.0,United Kingdom,574.52
592332,22632,HAND WARMER RED POLKA DOT,28.0,2010-06-01 01:23:18.137072,13.09,16571.0,United Kingdom,366.52
562785,84406B,CREAM CUPID HEARTS COAT HANGER,26.0,2011-09-01 14:10:06.412393,12.21,15019.0,Netherlands,317.46000000000004
501095,22633,HAND WARMER UNION JACK,98.0,2011-07-11 11:47:13.336601,15.63,15869.0,United Kingdom,1531.74
534574,84406B,CREAM CUPID HEARTS COAT HANGER,71.0,2011-02-02 10:39:01.641337,22.58,15632.0,United Kingdom,1603.1799999999998
547911,22752,SET 7 BABUSHKA NESTING BOXES,97.0,2011-05-18 22:40:22.119815,7.51,12797.0,Germany,728.47
550828,22633,HAND WARMER UNION JACK,35.0,2010-09-27 20:57:09.512697,12.83,14503.0,United Kingdom,449.05
573935,22752,SET 7 BABUSHKA NESTING BOXES,52.0,2011-01-06 14:21:24.125894,15.26,17713.0,United Kingdom,793.52
575093,20719,WOODLAND CHARLOTTE BAG 16PE,21.0,2011-02-17 08:23:54.493577,8.96,16020.0,France,188.16000000000003
505501,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,96.0,2011-11-19 04:09:37.468379,17.59,17911.0,United Kingdom,1688.6399999999999
529660,85123A,WHITE HANGING HEART T-LIGHT HOLDER,44.0,2010-03-13 21:30:11.824688,18.47,15954.0,Germany,812.68
543885,22633,HAND WARMER UNION JACK,80.0,2010-03-17 22:45:18.619472,20.3,13627.0,France,1624.0
545217,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,56.0,2009-12-23 15:34:06.906559,6.82,16312.0,United Kingdom,381.92
510255,22752,SET 7 BABUSHKA NESTING BOXES,10.0,2011-09-14 23:26:49.216589,18.77,12788.0,United Kingdom,187.7
556333,84406B,CREAM CUPID HEARTS COAT HANGER,23.0,2010-03-08 00:50:07.353662,19.46,17639.0,United Kingdom,447.58000000000004
524821,22752,SET 7 BABUSHKA NESTING BOXES,48.0,2010-06-15 05:46:11.918815,21.14,14056.0,United Kingdom,1014.72
562509,22632,HAND WARMER RED POLKA DOT,52.0,2011-08-19 03:09:11.701147,12.47,13063.0,United Kingdom,648.44
589988,22632,HAND WARMER RED POLKA DOT,15.0,2011-02-13 14:05:35.326992,12.85,17760.0,United Kingdom,192.75
581297,84406B,CREAM CUPID HEARTS COAT HANGER,43.0,2011-02-27 04:34:53.852338,21.38,17065.0,France,919.3399999999999
521551,84406B,CREAM CUPID HEARTS COAT HANGER,50.0,2011-05-28 17:07:09.571526,13.57,17785.0,United Kingdom,678.5
585401,21730,GLASS STAR FROSTED T-LIGHT HOLDER,33.0,2010-07-28 12:16:52.334542,3.48,12514.0,United Kingdom,114.84
588205,20719,WOODLAND CHARLOTTE BAG 16PE,55.0,2010-02-19 14:37:04.453377,1.53,13913.0,France,84.15
502497,22633,HAND WARMER UNION JACK,39.0,2010-07-13 14:31:59.482302,23.12,13951.0,United Kingdom,901.6800000000001
562652,22633,HAND WARMER UNION JACK,12.0,2010-02-19 16:21:16.360427,21.66,17570.0,United Kingdom,259.92
505850,22752,SET 7 BABUSHKA NESTING BOXES,31.0,2011-02-18 17:23:40.727522,5.26,17635.0,United Kingdom,163.06
567323,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,74.0,2011-09-28 13:56:07.741935,15.05,12773.0,Germany,1113.7
550964,84029E,RED WOOLLY HOTTIE WHITE HEART,53.0,2011-03-14 14:29:10.053926,15.27,12328.0,United Kingdom,809.31
597078,71053,WHITE METAL LANTERN,34.0,2010-03-09 21:59:16.936954,20.18,12793.0,United Kingdom,686.12
594323,22752,SET 7 BABUSHKA NESTING BOXES,41.0,2011-08-05 23:05:04.618099,19.04,12961.0,Germany,780.64
584866,84406B,CREAM CUPID HEARTS COAT HANGER,10.0,2011-03-05 06:27:34.044514,24.83,16692.0,United Kingdom,248.29999999999998
594220,22752,SET 7 BABUSHKA NESTING BOXES,52.0,2010-03-11 15:40:02.706147,9.1,17973.0,United Kingdom,473.2
591004,84029E,RED WOOLLY HOTTIE WHITE HEART,3.0,2010-04-27 02:35:27.032061,7.5,17157.0,United Kingdom,22.5
522755,22632,HAND WARMER RED POLKA DOT,57.0,2011-05-19 03:52:57.840964,6.29,13568.0,United Kingdom,358.53000000000003
576524,21730,GLASS STAR FROSTED T-LIGHT HOLDER,7.0,2010-09-20 03:07:55.458378,18.97,15274.0,United Kingdom,132.79
528965,84406B,CREAM CUPID HEARTS COAT HANGER,4.0,2011-08-04 05:24:18.848906,5.48,15273.0,United Kingdom,21.92
519199,20719,WOODLAND CHARLOTTE BAG 16PE,39.0,2011-06-15 07:07:22.984606,21.8,15469.0,United Kingdom,850.2
547384,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,48.0,2010-04-22 06:14:09.259731,3.8,17932.0,United Kingdom,182.39999999999998
587205,22752,SET 7 BABUSHKA NESTING BOXES,74.0,2010-08-08 19:11:49.834297,3.18,13963.0,United Kingdom,235.32000000000002
546222,84406B,CREAM CUPID HEARTS COAT HANGER,79.0,2011-05-30 09:03:43.433669,9.1,14165.0,United Kingdom,718.9
500976,22632,HAND WARMER RED POLKA DOT,16.0,2011-04-06 21:41:04.123933,22.22,17362.0,United Kingdom,355.52
517133,22633,HAND WARMER UNION JACK,38.0,2011-07-24 05:26:08.977350,17.54,16636.0,United Kingdom,666.52
569091,22752,SET 7 BABUSHKA NESTING BOXES,4.0,2011-02-06 03:13:08.900872,10.17,17346.0,United Kingdom,40.68
541228,22633,HAND WARMER UNION JACK,17.0,2010-10-27 02:33:19.960780,19.26,16208.0,United Kingdom,327.42
596464,85123A,WHITE HANGING HEART T-LIGHT HOLDER,98.0,2010-07-17 15:47:06.277085,3.0,16468.0,United Kingdom,294.0
568564,84406B,CREAM CUPID HEARTS COAT HANGER,96.0,2010-09-27 05:19:22.349249,18.34,14346.0,United Kingdom,1760.6399999999999
591123,84029E,RED WOOLLY HOTTIE WHITE HEART,70.0,2009-12-19 09:06:24.390626,6.81,17792.0,United Kingdom,476.7
570775,84029E,RED WOOLLY HOTTIE WHITE HEART,54.0,2011-05-21 09:43:06.959505,24.07,13042.0,United Kingdom,1299.78
576935,71053,WHITE METAL LANTERN,8.0,2010-03-05 17:15:46.328071,6.34,16766.0,United Kingdom,50.72
593083,20719,WOODLAND CHARLOTTE BAG 16PE,53.0,2010-05-03 21:50:06.294734,12.73,16106.0,United Kingdom,674.69
558066,22633,HAND WARMER UNION JACK,5.0,2010-08-07 10:12:03.600352,2.44,12007.0,United Kingdom,12.2
599709,84029E,RED WOOLLY HOTTIE WHITE HEART,69.0,2011-08-21 22:52:56.076085,8.93,15696.0,Germany,616.17
588074,21730,GLASS STAR FROSTED T-LIGHT HOLDER,47.0,2011-01-27 05:17:57.635062,12.68,15731.0,United Kingdom,595.96
516698,84029E,RED WOOLLY HOTTIE WHITE HEART,40.0,2010-12-15 21:21:52.010981,11.78,17492.0,United Kingdom,471.2
554148,22633,HAND WARMER UNION JACK,7.0,2011-01-29 09:23:54.846553,22.04,12460.0,Germany,154.28
531635,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,94.0,2011-03-17 15:25:30.150014,23.56,14302.0,France,2214.64
565115,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,25.0,2010-01-08 04:56:46.922247,4.12,14633.0,Germany,103.0
529316,22633,HAND WARMER UNION JACK,28.0,2010-06-29 18:50:05.235807,7.37,13351.0,United Kingdom,206.36
532367,85123A,WHITE HANGING HEART T-LIGHT HOLDER,43.0,2011-10-03 15:30:01.235415,16.58,12361.0,United Kingdom,712.9399999999999
545250,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,77.0,2010-02-07 21:16:55.511324,7.44,17493.0,France,572.88
